id,msre_desc
959,can (12 fl oz)
960,drink (12 fl oz)
961,"drink, small (16 fl oz)"
962,"drink, medium (22 fl oz)"
963,"drink, large (32 fl oz)"
964,"drink, extra large (44 fl oz)"
965,serving 12 fl oz
966,serving 16 fl oz
967,cup 12 fl oz 12 fl oz
968,can (8 fl oz)
969,serving 5 fl oz
970,can 8.4 fl oz
971,bottle (11 fl oz)
972,serving 8.3 fl oz can
973,cup dry mix
974,bottle (16 fl oz)
975,serving 2 tbsp
976,can (5.5 oz)
977,serving (3 heaping tsp or 1 envelope)
978,serving 6 fl oz
979,serving 1 envelope
980,envelope Alba (.675 oz)
981,envelope  Swiss Miss (.53 oz)
982,tsp dry
983,tsp rounded
984,"tsp, rounded"
985,tsp (1 serving)
986,serving 8 fl oz
987,scoop (2 tbsp)
988,serving (4 tbsp or 1 envelope)
989,individual serving (4-5 heaping tsp or 1 envelope)
990,milkshake (10 fl oz)
991,small McDonald's shake (12 fl oz)
992,medium McDonald's shake (16 fl oz)
993,large McDonald's shake (22 fl oz)
994,serving (2-3 heaping tsp)
995,serving 2 tsp
996,serving (3 heaping tsp)
997,serving 1 tsp
998,"tbsp, rounded"
999,tbsp (1/4 cup)
1000,bottle 6.5 fl oz
1001,bottle 11 fl oz
1002,bottle 16.9 fl oz
1003,bottle 24 fl oz
1004,bottle 8 fl oz
1005,serving dry mix with 6 fl oz water
1006,"serving child 12 fl oz, without ice"
1007,"serving small 16 fl oz, without ice"
1008,"serving medium 21 fl oz,  without ice"
1009,"serving large 32 fl oz,  without ice"
1010,"portion, amount of dry mix to make 8 fl oz prepared"
1011,liter
1012,serving 8 fl oz 8 fl oz
1013,serving 1.5 fl oz
1014,can can 12 fl oz
1015,bottle bottle 16 fl oz
1016,serving child 12 fl oz
1017,serving small 16 fl oz
1018,serving medium 21 fl oz
1019,serving large 32 fl oz
1020,envelope
1021,serving small 12 fl oz
1022,serving medium 16 fl oz
1023,serving large 21 fl oz
1024,ice cube (3/4 fl oz)
1025,bottle 11.2 fl oz
1026,bottle 500 ml
1027,bottle 25 fl oz
1028,bottle 16.9 fl oz i
1029,bottle 12 fl oz
1030,bottle 20 fl oz
1031,bottle 8.5 fl oz
1032,scoop powder
1033,cup powder
1034,bottle 23.7 fl oz
1035,packet (0.675 oz)
1036,Jigger 1.5 fl oz
1037,fl oz (1 NLEA serving)
1038,serving 8 fluid oz
1039,pouch
1040,"fl oz (approximate weight, 1 serving)"
1041,fl oz (1 serving)
1042,"oz, boneless"
1043,anchovy
1044,can (2 oz)
1045,anchovies
1046,fillet
1047,"piece (5-1/2"" x 1-1/2"" x 1/2"")"
1048,oz with bone (yield after bone removed)
1049,"cubic inch, boneless"
1050,"piece (4"" x 2"" x 1/2"")"
1051,"stick (4"" x 1"" x 1/2"")"
1052,"piece (1-3/4"" x 7/8"" x 1/2"")"
1053,"fillet, large (7"" x 2-1/4"" x 1/4"")"
1054,"fillet, medium (5"" x 1-3/4"" x 1/4"")"
1055,"fillet, small (2-3/8"" x 1-3/8"" x 1/4"")"
1056,can (15 oz)
1057,"can (8 oz), solids and liquid"
1058,can (3.75 oz)
1059,"small (2-2/3"" x 1/2"" x 1/4"")"
1060,sardines
1061,sardine
1062,"piece (4-1/2"" x 2-1/8"" x 7/8"")"
1063,"cup, solid or chunks"
1064,"can (12.5 oz), drained"
1065,leg
1066,crab
1067,"cup, flaked and pieces"
1068,"can (6.5 oz), drained"
1069,cake
1070,crayfish
1071,lobster
1072,"can (4.5 oz), drained"
1073,shrimp
1074,"lb (with shell), yield after shell removed"
1075,cup (with liquid and clams)
1076,"oz, drained"
1077,"can (12 oz), oysters and liquid"
1078,oyster
1079,unit 2 large or 5 small
1080,"oz cooked, yield"
1081,can drained solids (total)
1082,"can drained solids, bone and skin removed"
1083,filet
1084,fish
1085,can (total can contents)
1086,"oz dry, yield after cooking"
1087,"cup in shell, edible yield"
1088,"cup, shelled"
1089,oz shelled
1090,oz shelled (32 nuts)
1091,peanut
1092,"cup, stirred"
1093,block
1094,"piece (2-1/2"" x 2-3/4"" x 1"")"
1095,"cup (1/2"" cubes)"
1096,"patty (approx 2-1/4"" dia)"
1097,can drained solids
1098,pattie
1099,cup cup rinsed solids
1100,can drained
1101,"cup,"
1102,roast with bone
1103,"chop, excluding refuse (yield from 1 raw chop, with refuse, weighing 120 g)"
1104,"chop, excluding refuse (yield from 1 raw chop, with refuse, weighing 160 g)"
1105,"chop, excluding refuse (yield from 1 raw chop, with refuse, weighing 85 g)"
1106,"chop, excluding refuse (yield from 1 raw chop, with refuse, weighing 195 g)"
1107,"steak, excluding refuse (yield from 1 raw steak, with refuse, weighing 385 g)"
1108,"piece, cooked (yield from 1 lb raw meat, boneless)"
1109,"steak, excluding refuse (yield from 1 raw steak, with refuse, weighing 102 g)"
1110,patty ( yield from 112.7 g raw meat )
1111,steak ( yield from 309.7 g raw meat )
1112,roast ( yield from 1247 g raw meat ) ( 3 to 5 lb roast)
1113,roast (3 to 5 lb roast)
1114,steak ( yield from 232.8 g raw meat )
1115,patty ( yield from 102.2 g raw meat )
1116,patty ( yield from 104.1 g raw meat )
1117,steak ( yield from 148.1 g raw meat )
1118,steak ( yield from 233.1 g raw meat )
1119,steak ( yield from 123.5 g raw meat )
1120,roast ( yield from 271.8 g raw meat ) (0.5 to 1 lb roast)
1121,steak ( yield from 134.9 g raw meat )
1122,serving (4 oz)
1123,cutlet
1124,shank whole
1125,shank cross cut
1126,"leg bottom, boneless"
1127,"leg hindshank, heel on"
1128,leg trotter off
1129,bagel
1130,"mini bagel (2-1/2"" dia)"
1131,"small bagel (3"" dia)"
1132,"medium bagel (3-1/2"" to 4"" dia)"
1133,"large bagel (4-1/2"")"
1134,"large bagel (4-1/2"" dia)"
1135,"small bagel (3-1/2"" to 4""dia)"
1136,"medium bagel (4"" dia)"
1137,"biscuit (2-1/2"" dia)"
1138,"cup, purchased"
1139,"cup, homemade"
1140,"cup, poured from box"
1141,"cup, spooned into cup"
1142,cup (NLEA serving size)
1143,serving 1 biscuit
1144,"biscuit (2-1/4"" dia)"
1145,"biscuit (4"" dia)"
1146,individual loaf (include Keebler Elfin Loaves)
1147,package (8.5 oz)
1148,muffin
1149,"slice, large or thick"
1150,"slice, regular"
1151,"slice regular, crust not eaten"
1152,"slice thin, crust not eaten"
1153,"slice (5"" x 3"" x 1/2"")"
1154,"slice, small"
1155,"slice, medium"
1156,"slice, large"
1157,slice regular
1158,slice large
1159,"pita, large (6-1/2"" dia)"
1160,"pita, small  (4"" dia)"
1161,"slice, snack-size"
1162,"slice (5"" x 4"" x 3/8"")"
1163,"slice, thick"
1164,"slice, very thin"
1165,"cup, crumbs"
1166,slice crust not eaten
1167,"slice, thin (3-3/4"" x 5"" x 3/8"")"
1168,"slice, regular (4"" x 5"" x 3/4"")"
1169,"cup, small pieces"
1170,"stick, small (approx 4-1/4"" long)"
1171,"stick (7-5/8"" x 5/8"")"
1172,"stick (9-1/4"" x 3/8"")"
1173,piece (1/12 of 12 oz cake)
1174,"cake (9"" dia x 4"")"
1175,"piece (1/12 of 10"" dia)"
1176,"tube cake (10"" dia, 4-3/8"" high)"
1177,piece (1/6 of pie)
1178,piece (1/8 cake)
1179,piece (1/12 of a cake)
1180,piece (1/8 of 18 oz cake)
1181,package (18.25 oz)
1182,"piece (1/12 of 9"" dia)"
1183,"cake, 2-layer (8"" or 9"" dia)"
1184,piece (1/6 of 16 oz cake)
1185,individual cake
1186,piece (1/9 of 20 oz cake)
1187,piece (1/6 of 19 oz cake)
1188,"piece (1/8 of 8"" x 5-3/4"" cake)"
1189,package (14.5 oz)
1190,"piece (1/9 of 8"" square)"
1191,loaf 1/6 of the loaf
1192,piece individually wrapped cake
1193,piece (1/10 of 10.6 oz cake)
1194,snack cake (2.5 oz)
1195,cupcake
1196,piece (1/12 of 16 oz cake)
1197,piece (1/12 of 10 inch cake)
1198,package (18.50 oz)
1199,"piece (1/12 of 8"" dia)"
1200,"cake, 2-layer (8"" dia)"
1201,piece (1/6 of 17 oz cake)
1202,piece (1 NLEA serving)
1203,"square, large (2-3/4"" sq x 7/8"")"
1204,"package, Little Debbie (twin wrapped)"
1205,package (21.5 oz)
1206,"brownie (2"" square)"
1207,wafer
1208,serving 3 cookies
1209,cookie Pepperidge Farm Chocolate Chunk Pecan
1210,"cookie (average weight of 1 cookie, variety of brands)"
1211,"cookie, big (3-1/2"" - 4"" dia) (include Grandma brand)"
1212,"cookie, medium (2-1/4"" dia)"
1213,"cookie, large (include Keebler Rich 'n Chips, Pecan Chips Delux)"
1214,"cookie, bite size (include Mini Chips Ahoy!)"
1215,cookie (average weight of 1 cookie)
1216,package (17.5 oz)
1217,"portion, dough spoon from roll"
1218,"bar (2"" square)"
1219,Figaroo (2 square halves)
1220,"individual package (2 oz package containing 2 3"" bars)"
1221,"large (approx 3-1/2"" to 4"" dia)"
1222,large rectangular piece or 2 squares or 4 small rectangular pieces
1223,"anisette sponge (4"" x 1-1/8"" x 7/8"")"
1224,"breakfast treat (approx 4"" x 2"" x 7/8"")"
1225,ladyfinger
1226,Fudge Marshmallow
1227,"pie, marshmallow (3"" dia x 3/4"")"
1228,"cookie, small (1-3/4"" dia x 3/4"")"
1229,"large (3-1/2"" to 4"" dia) (include Archway brand)"
1230,"cookie, Little Debbie"
1231,"cookie, big (3-1/2"" - 4"" dia) (include Archway brand, Grandma brand)"
1232,"portion, dough for 1 cookie"
1233,"cookie (3"" dia)"
1234,"cookie (2"" dia)"
1235,"cookie, medium (1-5/8"" dia)"
1236,cookie dough for 1rolled cookie
1237,cookie 1 pre-sliced cookie dough
1238,cookie 1 rolled cookie dough
1239,cookies
1240,"cookie, oval (3-1/8"" x 1-1/4"" x 3/8"")"
1241,"cookie, round (1-3/4"" dia)"
1242,sheet
1243,shell
1244,wafers
1245,wafers mini wafers
1246,"cup, bite size"
1247,gold fish
1248,"bag, single serving"
1249,snack stick
1250,"cracker (1"" square)"
1251,sandwich
1252,crispbread
1253,"wafer, thin"
1254,"cracker, Norwegian flatbread (4-3/4"" x 2-3/4"" x 1/16"")"
1255,"wafer, Rye Krisp (triple cracker)"
1256,"crispbread, Wasa rye"
1257,matzo
1258,"cup, rounds"
1259,melba round
1260,"piece (3-3/4"" x 1-3/4"" x 1/8"")"
1261,toast
1262,"cracker, sandwich"
1263,"cracker (4-1/2"" x 2-1/2"" x 1/8"")"
1264,"cracker, triple"
1265,crackers
1266,crackers square (1 serving)
1267,cracker square
1268,"cracker, round large"
1269,"cracker, oyster"
1270,"cracker, rectangle"
1271,cup oyster crackers
1272,"crackers, regular size, round (1 serving)"
1273,"cracker, round"
1274,"cracker, rectangular"
1275,cup crushed
1276,crackers 1 serving
1277,"crackers, Triscuits, regular size"
1278,Triscuit Bits
1279,"eclair (5"" x 2"" x 1-3/4"")"
1280,cream puff shell
1281,"croissant, mini"
1282,"croissant, small"
1283,"croissant, medium"
1284,"croissant, large"
1285,"package, fast food"
1286,cubes
1287,"large (approx 7"" dia)"
1288,"small or frozen (approx 3"" dia)"
1289,"pastry (4-1/4"" dia)"
1290,Toaster Strudel
1291,piece (1/8 of 15 oz ring)
1292,pastry
1293,donut
1294,doughnut stick
1295,"doughnut, long type (twist) (4-1/2"" long)"
1296,"doughnut medium (3-1/4"" dia)"
1297,"doughnut, mini (1-1/2"" dia) or doughnut hole"
1298,"doughnut, large (4"" dia)"
1299,"donettes (2"" dia)"
1300,"doughnut, medium (approx 3"" dia)"
1301,"doughnut large (approx 3-1/2"" dia)"
1302,"doughnut (3-3/4"" dia)"
1303,"cruller (3"" dia)"
1304,"doughnut oval (3-1/2"" x 2-1/2"")"
1305,doughnut (approx 1-1/2 oz)
1306,"honeybun (4"" x 3"")"
1307,"honeybun (4-1/2"" x 3-1/2"")"
1308,"honeybun (5"" x 3-1/2"")"
1309,"doughnut, medium (approx 3-3/4"" dia)"
1310,doughnut
1311,doughnut hole
1312,"extra large (approx 5"" dia)"
1313,"jumbo (approx 6"" dia)"
1314,"doughnut, large (approx 4-1/4"" dia)"
1315,"doughnut, long type (twist) approx 5-1/4"" x 2-1/2"" x 1-1/2"" high)"
1316,"doughnut medium (approx 3-3/4"" dia)"
1317,"doughnut, small (approx 3"" dia)"
1318,hush puppy
1319,cone
1320,large waffle cone
1321,"mini (1-1/4"" dia)"
1322,"small (2-3/4"" dia x 2"")"
1323,"large (3-1/4"" dia x 2-3/4"")"
1324,"package, mix + drained berries"
1325,"muffin, toaster"
1326,mini
1327,"muffin (2-3/4"" dia x 2"")"
1328,pancake
1329,"pancake (6"" dia)"
1330,mini pancake
1331,"pancake (4"" dia)"
1332,"piece (1/8 of 9"" dia)"
1333,"piece (1/6 of 8"" pie)"
1334,"pie (9"" dia)"
1335,serving .167 pie
1336,"piece (1/4 of 6"" pie)"
1337,"piece (1/6 of 7"" pie)"
1338,"piece (1/8 of 7"" pie)"
1339,"pie (5"" x 3-3/4"")"
1340,pie
1341,"piece (1/8 of 9"" crust)"
1342,"crust, single 9"""
1343,pie crust (average weight of 1 frozen crust)
1344,pie crust (average weight of 1 baked crust)
1345,sheet dough
1346,roll (1 oz)
1347,"each (pan, dinner, or small roll) (2"" square, 2"" high)"
1348,"roll (hamburger, frankfurter, onion roll, bun, large roll)"
1349,roll (foot long frankfurter roll)
1350,"roll (2-1/2"" dia)"
1351,roll
1352,"roll (hamburger, frankfurter roll)"
1353,"roll, large submarine, hoagie"
1354,"roll medium submarine, hoagie"
1355,"roll (small submarine, hoagie roll)"
1356,roll 1 serving
1357,"roll (3-1/2"" dia)"
1358,"roll (2-3/4"" square)"
1359,taco
1360,"medium (approx 5"" dia)"
1361,"large (6-1/2"" dia)"
1362,"miniature (3"" dia)"
1363,enchilada
1364,tortilla
1365,"tortilla medium (approx 6"" dia)"
1366,"tortilla (approx 10"" dia)"
1367,"tortilla (approx 12"" dia)"
1368,"tortilla (approx 7-8"" dia)"
1369,"waffle, square (4"" square) (include frozen)"
1370,"waffle, round (7"" dia)"
1371,"wrapper, eggroll (7"" square)"
1372,"wrapper, wonton (3-1/2"" square)"
1373,cake (0.6 oz)
1374,"cookie (2-5/8"" dia)"
1375,"large roll or bun (3-1/2"" dia)"
1376,"waffle, round (4"" dia)"
1377,"waffle, square (4"" square)"
1378,"medium bagel (3-1/2"" to 4"")"
1379,"cracker, oval"
1380,"cracker, thin square"
1381,"cracker, square"
1382,container (3 oz)
1383,cup Cheez-its
1384,"doughnut, medium (3-1/4"" dia)"
1385,"tortilla, medium (approx 6"" dia)"
1386,saltines
1387,tart
1388,NLEA serving (makes 1/2 cup prepared)
1389,cracker (1 NLEA serving)
1390,serving 2 cookies
1391,serving 1 roll with icing
1392,"eclair, frozen"
1393,cracker 1 cracker = 6.5g
1394,"waffle, square"
1395,"waffle, round"
1396,"waffle round (4"" dia)"
1397,waffle
1398,"waffle, round (4""dia)"
1399,serving (3 pancakes)
1400,muffin small
1401,crust
1402,"pie 1 pie (1/8 of 9"" pie)"
1403,pie crust (average weight)
1404,pie crust
1405,"Triscuits, regular size"
1406,"crackers, Wheat Thins"
1407,waffles
1408,"pieces (mean serving weight, aggregated over brands)"
1409,serving (approximate serving size)
1410,cake square (average weight of whole item)
1411,cake square
1412,slice (average weight of 1 slice)
1413,loaf
1414,piece (1 serving)
1415,serving (1 NLEA serving - about 4 crackers)
1416,crackers (1 NLEA serving)
1417,slice presliced
1418,bun
1419,"piece, large"
1420,bag (7 oz)
1421,oz crunchy (about 21 pieces)
1422,oz puffs (about 13 pieces)
1423,bar (1 oz)
1424,bar (1.5 oz)
1425,bar (1.25 oz)
1426,cakes
1427,oz (approx 2/3 cup)
1428,can (6.75 oz)
1429,twists
1430,bag
1431,bag (8 oz)
1432,serving 6 pieces
1433,package 1.76 oz
1434,bar snack size
1435,serving 2.1 oz bar
1436,serving 1 fun size bar 0.65 oz
1437,serving 0.75 oz bar
1438,bar bite size
1439,bar king size
1440,Butterfinger BB's
1441,cup BB's
1442,bar (3 oz)
1443,package (2.5 oz)
1444,bar 1.25 oz
1445,bar 1.6 oz
1446,blocks
1447,bar 2.25 oz
1448,oz square Bakers
1449,"cup, grated"
1450,oz Hersheys
1451,cup chips
1452,cup large chips
1453,cup mini chips
1454,oz (approx 60 pcs)
1455,cup chips (6 oz package)
1456,bar (1.45 oz)
1457,"patty, large"
1458,"patty, small"
1459,patty 1.5 oz
1460,bar 1.5 oz
1461,bar 2.4 oz
1462,bar (2.75 fl oz)
1463,bar 2 oz
1464,package 1.375 oz
1465,serving 0.25 cup
1466,serving fun size
1467,cup gumdrops
1468,"gumdrop, medium (3/4"" dia)"
1469,"gumdrop, large (1"" dia)"
1470,"jelly ring (1-1/4"" dia)"
1471,gumdrops
1472,gummy bears
1473,gummy dinosaurs
1474,gummy fish
1475,gummy worms
1476,spice stick
1477,spice drop
1478,"gumdrop, small (1/2"" dia)"
1479,"piece, small"
1480,large (1 oz)
1481,"bar, miniature (.35 oz)"
1482,bar (1.625 oz)
1483,bar (2.8 oz)
1484,bar (3.375 oz)
1485,bar 1.45 oz
1486,serving fun size bar 0.65 oz
1487,pieces 1.6oz
1488,serving 1/4 cup
1489,bar (1.76 oz)
1490,cup of miniature
1491,miniatures
1492,regular
1493,serving fun size bar
1494,serving 1.4 oz bar
1495,"bar, miniature"
1496,bar (1.55 oz)
1497,cup From 19191
1498,cup From 19211
1499,tablet
1500,serving 2 TBSP
1501,bar 2.8 oz
1502,bar (1.4 oz)
1503,bar (1.65 oz)
1504,serving 2.05 oz bar
1505,bar fun size
1506,piece miniature 5 pieces = serving
1507,bar 1.4 oz
1508,"recipe yield, recipe makes 49     1 "" x 1""     pieces"
1509,"serving 0.5 oz, about 1 tbsp"
1510,serving 1 singles bag
1511,package fun size
1512,package (1.69 oz)
1513,box (1.48 oz)
1514,package 1.9 oz
1515,bar (1.75 oz)
1516,bar (2.6 oz)
1517,serving 1.5 oz bar
1518,bar 1.55 oz
1519,bar 0.5 oz
1520,serving 4 fun size bars
1521,bar (1.6 oz)
1522,bar (1.75 fl oz)
1523,serving 1.58 oz bag
1524,package 0.6 oz 1 cup
1525,package 1.6 oz 2 cups
1526,miniature
1527,package 1.63 oz
1528,package (1.6 oz)
1529,package 1 package
1530,serving 5 mints
1531,bar (2 oz)
1532,"bar, fun size"
1533,"bar, king size (4 oz)"
1534,serving fun size (8 chews)
1535,serving 2.07 oz pack
1536,serving 1.0 oz tube
1537,serving 0.50 oz box
1538,serving 1 1.94 oz tube
1539,serving 2.13 oz bar
1540,serving 2 fun size bars
1541,package (2 oz)
1542,"package (2.06 oz, 2 bars)"
1543,"package, king size (3.35 oz, 4 bars)"
1544,package (11 oz)
1545,"package (1.89 oz, 2 bars)"
1546,package (1.77 oz)
1547,package (9.43 oz)
1548,bar 1.7 oz
1549,Chiclets
1550,bar 2.6 oz
1551,"portion, amount to make 1/2 cup"
1552,"package 3 oz, yields 2 cups"
1553,package yield (2 cups)
1554,envelope (1 tbsp)
1555,package (1 oz)
1556,"container refrigerated, 4 oz"
1557,"container shelf stable, 3.5 oz"
1558,package (3.5 oz)
1559,serving 4 oz pudding cup
1560,container refrigerated 4 oz
1561,container shelf stable 3.5 oz
1562,package (3.12 oz)
1563,package (1.5 oz)
1564,package (0.35 oz)
1565,tbsp creamy
1566,tbsp whipped
1567,serving 3.5 oz shelf stable
1568,serving 4 oz
1569,bar 1.92 oz
1570,bars
1571,serving 1.5 oz
1572,bar 1.94 oz
1573,bar king size 2.8 oz
1574,oz bar
1575,serving 1.30 oz bar
1576,serving 1.3 oz bar
1577,serving 7 pieces
1578,bar (2.5 fl oz)
1579,bar (3 fl oz)
1580,serving 28 pieces
1581,rolls
1582,individual (3.5 fl oz)
1583,serving 1.75 fl oz pop
1584,serving 1.6 oz bag
1585,serving 1.42 oz bar
1586,packet (0.5 oz)
1587,serving 1.76 oz bar
1588,package (0.5 oz)
1589,serving 13 pieces
1590,serving 15 pieces
1591,package (1.75 oz)
1592,can (21 oz)
1593,serving 0.78 oz bar
1594,serving 0.7 oz bar
1595,tsp unpacked
1596,cup packed
1597,cup unpacked
1598,tsp packed
1599,tsp brownulated
1600,serving packet
1601,serving 1 cube
1602,cup unsifted
1603,cup sifted
1604,tbsp unsifted
1605,serving 1 packet
1606,"piece (1-3/4"" x 1-1/4"" x 1/2"")"
1607,serving 1.66 oz bar
1608,serving 1.56 oz bar
1609,serving 2.1 oz bag
1610,serving fun size bag
1611,serving 1.80 oz bag
1612,serving 2.17 oz pack
1613,recipe yield (60 pieces)
1614,chips
1615,can (7 oz)
1616,can (6.25 oz)
1617,bag (6 oz)
1618,serving 1.2 fl oz pop
1619,tablespoon Ghirardelli label 2011
1620,tablespoon Hershey's label 2011
1621,container Ghirardelli label 2011
1622,serving 3.5 fl oz bar
1623,serving 1 cone
1624,serving 1 sandwich
1625,serving 1 bar
1626,serving 1 pop
1627,serving 2 pops
1628,serving 1oz pack
1629,milliliter
1630,"cup, loosely packed"
1631,"cup unsifted, dipped"
1632,cup spiral shaped
1633,cup dry
1634,cup spaghetti
1635,cup elbows
1636,cup penne
1637,cup farfalle
1638,cup rotini
1639,cup shells
1640,cup lasagna
1641,cup spaghetti not packed
1642,cup spaghetti packed
1643,cup elbows not packed
1644,cup elbows packed
1645,cup lasagne
1646,cup penne not packed
1647,cup fettucini not packed
1648,cup spirals not packed
1649,cup shells not packed
1650,cup(not packed) not packed
1651,cup elbows not packed not packed
1652,item
1653,eggs
1654,round piece
1655,serving 14 round pieces
1656,serving 29 round pieces
1657,sundae
1658,pieces shrimp
1659,each burrito
1660,burrito
1661,each taco
1662,inch sub
1663,package (18 onion rings)
1664,serving small
1665,serving medium
1666,serving large
1667,small 12 fl oz
1668,medium 16 fl oz
1669,serving 4 pieces
1670,slice 1/8 per pizza
1671,slice 1/10 per pizza
1672,"piece 4"" x 6"""
1673,"piece 4""x6"""
1674,piece 3.2 oz
1675,serving 9 servings per 24 oz package
1676,serving 3 servings per 15.1 oz package
1677,serving 2 servings per 9.8 oz package
1678,serving 1 serving per 8 oz box
1679,package 24 oz pizza
1680,package 15.1 oz pizza
1681,package 9.8 oz pizza
1682,package 8 oz pizza
1683,serving 6 servings per 29.25 oz package
1684,serving 4 servings per 19.7 oz package
1685,package 29.25 oz pizza
1686,package 19.7 oz pizza
1687,serving 5 servings per 24.2 oz package
1688,serving 5 servings per 22.85 oz package
1689,serving 2 servings per 10.9 oz package
1690,package 24.2 oz pizza
1691,package 22.85 oz pizza
1692,package 10.9 oz pizza
1693,serving 6 servings per 34.98 oz package
1694,serving 6 servings per 30.7 oz package
1695,serving 3 servings per 14.3 oz package
1696,package 34.98 oz pizza
1697,package 30.7 oz pizza
1698,package 14.3 oz pizza
1699,item 4 oz
1700,item 7.1 oz
1701,item 7.6 oz
1702,small serving
1703,medium serving
1704,large serving
1705,kids serving
1706,kid's meal Serving
1707,small Serving
1708,medium Serving
1709,large Serving
1710,junior 6 oz. cup
1711,small 12 oz. cup
1712,medium 16 oz. cup
1713,pizza
1714,item 6.1 oz
1715,serving 1 patty
1716,hotcakes 5.3 oz
1717,item 5.8 oz
1718,item 7 oz
1719,item (3.2 oz)
1720,item (6.3 oz)
1721,item (6.4 oz)
1722,regular (12 fl oz)
1723,large (16 fl oz)
1724,item 9.5 oz
1725,item 4.9 oz
1726,item 4.1 oz
1727,item 5.7 oz
1728,item 14.8 oz
1729,item 10.8 oz
1730,item 11.3 oz
1731,item 7.8 oz
1732,item 3.1 oz
1733,item 5.2 oz
1734,serving 5 sticks
1735,each
1736,fl oz cup
1737,breast without skin
1738,breast bone and skin removed
1739,"drumstick, without skin"
1740,wing wing without skin
1741,wing bone and skin removed
1742,"breast, without skin"
1743,"thigh, without skin"
1744,"wing, without skin"
1745,"breast, with skin"
1746,"drumstick, with skin"
1747,"thigh, with skin"
1748,"wing, with skin"
1749,thigh thigh without skin
1750,"wing without skin, bone and breading"
1751,"drumstick, drumstick without skin"
1752,wing without skin
1753,slice 1/4 of pie
1754,"pie 12"" diameter"
1755,pie 23 oz
1756,pie 22.1 oz
1757,pie 24.8 oz
1758,each quesadilla
1759,slice 1/8 pizza
1760,pizza whole
1761,breadstick
1762,biscuit regular size biscuit
1763,wrap
1764,slice per 1/10 pizza
1765,slice per 1/8 pizza
1766,serving (1 cup)
1767,"pie, cooked (average weight)"
1768,serving (1 hot pocket)
1769,"slice 1/8 of 12"" pizza"
1770,"slice 1/8 of 14"" pizza"
1771,"pizza 12"" diameter"
1772,cup 1 serving
1773,serving (1 NLEA serving)
1774,piece side
1775,piece corner
1776,piece center
1777,burrito frozen
1778,burrito cooked
1779,egg roll
1780,bowl
1781,serving (makes about 1 cup prepared)
1782,hot pocket (1 NLEA serving)
1783,each (analytical measurement)
1784,container (mean weight over brands)
1785,corndog
1786,corndog mini
1787,medallion
1788,oz (4 oz)
1789,oz ( 1 serving  )
1790,portion ( yield from 1/2 lb raw meat )
1791,patty (yield from 1/4 lb raw meat)
1792,patty ( yield from 1/4 lb raw meat )
1793,steak (yield from 593 g raw meat)
1794,Roll
1795,Bag
1796,piece chips
1797,pieces average
1798,oz dry (half noodle block)
1799,tablespoons
1800,container (9 oz)
1801,container (9oz)
1802,cookies 1 serving
1803,package (40 g)
1804,tortilla 1 serving
1805,cake 1 serving
1806,brownie 1 serving
1807,cookie 1 serving
1808,serving 55 pieces
1809,serving 2 waffles
1810,serving 3 pancakes
1811,slice 1 serving
1812,piece bagel 1 serving
1813,muffin 1 serving
1814,piece roll
1815,piece bagel
1816,cup mix 1 serving
1817,cracker 1 serving
1818,goldfish
1819,serving cookie
1820,Arrowroot biscuit (include Arrowroot cookie)
1821,individual box (2 oz)
1822,cup unprepared
1823,cup drained
1824,serving (3.5 oz)
1825,serving (2 oz)
1826,serving 6 rolls
1827,pieces 1 serving
1828,serving 4.5 oz
1829,serving 1 pouch
1830,thigh with bone and breading
1831,cup dry rice mix
1832,pieces pierogies
1833,piece turnover 1 serving
1834,pad peeled
1835,bulb peeled
1836,serving (3 pieces)
1837,serving serving size varied from 1 to 3 enchiladas
1838,serving 1 quesadilla
1839,serving serving size varied on diameter and count of quesadila
1840,quesadilla 8-10 inch diameter
1841,quesadilla 5-6 inch diameter
1842,serving varied from 8 to 10 ravioli per serving
1843,serving varied from 7-9 ravioli per serving
1844,serving serving size varied by diameter and count of raviloi
1845,serving serving size varied from 1 to 3 tamales
1846,tamale
1847,serving varied from 2-3 tacos per serving
1848,serving varied from 1 to 3 tacos per serving
1849,order
1850,serving 4 pieces in serving
1851,fl oz assumed specific gravity of honey
1852,serving 1.63 oz singles bag
1853,"patty, cooked"
1854,cookie 2011 label
1855,links 1 NLEA serving
1856,serving 5 miniatures
1857,serving 1.31 oz bag
1858,serving about 1/4 cup
1859,serving 1 packet SUGAR TWIN
1860,"oz with bone, cooked (yield after bone removed)"
1861,"medium slice (approx 3"" x 2"" x 1/4"")"
1862,"thick slice (approx 3"" x 2"" x 3/8"")"
1863,"roll (pan, dinner, or small roll) (2"" square, 2"" high)"
1864,"package 1.4 oz box, 4 servings"
1865,serving 2 fl oz
1866,can 10 fl oz
1867,package 4 servings
